driver_id,epoch_id,is_fatigued,Attention,Meditation,BlinkStrength,Delta,Theta,AlphaLow,AlphaHigh,BetaLow,BetaHigh,GammaLow,GammaMid,SignalQuality
0,23,0,100,34,23,484058,184396,77.52339086741365,50.88372128279473,25.364490072602827,5.565812247080372,17675,14798,7
0,24,0,74,30,42,216688,242973,70.26665623729363,15.696025792080322,6.622193944726511,1.9423628622232216,12130,10877,6
0,25,0,58,35,49,424831,192153,110.12040273460012,18.380625511923746,1.9522437404161352,0.7410052368644804,28625,7597,3
0,26,0,74,56,51,252318,151868,23.752116218095857,8.47814500280804,2.5458825894139925,0.6215821050880449,27002,12703,7
0,27,0,74,25,57,297105,223995,42.8541990372134,13.53281210169819,2.8213753693176646,0.3994443947799432,21267,21537,2
0,28,0,77,23,62,271363,228008,0.43585253568736043,0.1435886248406913,0.014538332739711845,0.009481319749991342,32189,17759,10
0,29,0,84,48,19,212056,138478,0.19488592598245974,0.03338825621069103,0.006062184289076863,0.010898181951358048,27033,12224,9
0,30,0,59,44,46,213576,256786,0.3231380047338645,0.05007152304361421,0.002830117665210717,0.011768171256678223,51991,16097,5
0,31,0,100,28,46,296089,276042,0.07577175786168917,0.024510291386023883,0.0058948957730395905,0.010403016702409538,28071,8191,12
0,32,0,78,23,38,241292,231333,0.4781404201554722,0.079812810182613,0.004489951919747309,0.011205945114721401,17274,14883,3
0,33,0,85,61,27,312672,203868,0.1243972078482855,0.039660635927504,0.007426130371833942,0.011839880244960396,33002,5269,1
0,34,0,65,45,61,216217,300584,2.0910448405058313,1.5009601290355594,0.1553449575636904,0.014017290406045683,33830,9040,0
0,35,0,94,19,31,370746,226952,65.92066985962283,29.775102026547607,5.265920985960856,3.041027853915376,26649,18968,14
0,36,0,71,20,7,254003,209861,148.2589574860738,32.37531830412365,9.058260843842698,4.010735087531496,13366,11965,14
0,37,0,79,34,40,463693,284994,76.92145956463189,27.303280529547745,7.998695590015031,0.6098519683407908,45466,12664,12
0,38,0,61,50,36,294937,280133,7.916777600898311,1.72521378902871,0.7326637363262246,0.04861977669060726,17375,14437,8
0,39,0,60,48,67,289781,128041,815.1058248887654,181.7845276132462,16.64849940610183,4.576150786455283,38836,22643,3
0,40,0,85,56,47,460353,174791,7.766306376627095,1.906405514716315,0.531341853229346,0.33242276921839936,42328,1000,11
0,41,0,68,17,35,250472,229283,0.28711888136184643,0.07574600584320212,0.008241077002378094,0.01448766673212304,26900,10265,8
0,42,0,62,43,37,259309,261367,3.2859153204017706,0.6232147562924752,0.34931344784311813,0.2123350939107162,38795,26788,6
0,43,0,65,61,36,229902,141723,20.78378648852434,9.375903164995169,6.1741669789900735,1.319723560450425,39670,20685,12
0,44,0,85,59,73,320443,245393,122.22107002268606,25.126204455502467,1.9590412151184124,0.5282801968837066,19278,17477,0
0,45,0,65,45,50,226481,179771,224.60317815148247,62.45504947045611,11.433811602154309,1.4015725801550984,44710,16178,9
0,46,0,73,75,18,377666,235873,193.89823342975095,46.27923088092401,9.374471440727193,2.1327142475828262,33293,13614,4
0,47,0,75,49,36,295342,171651,104.12286017568161,57.17886158905236,17.04150635685401,5.883151337337051,8354,7992,5
0,48,0,46,55,39,383889,83355,46.85567631493951,12.503739756089242,8.770227703097289,3.0113107877074743,31981,12750,7
0,49,0,52,40,23,372618,111441,105.14425195601773,67.75928211147922,38.640273621425415,8.95112994162816,24410,14243,10
0,50,0,80,28,13,248751,143695,353.881777888742,113.78024734514395,27.148396461697097,8.960195025271222,34458,20579,5
0,51,0,63,26,48,226302,170422,164.4258708835939,31.261459712824657,20.64528371310872,6.752074016965248,23598,16599,7
0,52,0,90,42,27,267163,199640,8.206704441884215,6.457045706556638,2.785167419629082,0.8886486712192002,23661,15177,0
0,53,0,89,36,58,300886,174120,0.2330379609627486,0.04425425615763568,0.013309624065201416,0.012221078110751602,19642,11579,2
0,54,0,85,13,40,333402,197631,0.2601228472523524,0.04150256783938696,0.006465652215404265,0.012088951047797718,32248,12496,0
0,55,0,100,24,32,344513,175180,2.155237732357831,0.7494622172783039,0.224601269541764,0.028225913669155337,35202,6124,13
0,56,0,73,35,3,296807,199765,18.82099247821311,3.5619055249663627,4.084355078699999,0.35412676352214967,29972,15996,8
0,57,0,84,50,58,231882,246533,32.108119460153304,10.851513043102624,3.3545240616551326,0.5361069252563312,27059,8645,4
0,58,0,66,39,44,241337,199251,37.63531922174458,15.719460465502918,26.22138520876978,12.111015517671314,30966,13107,2
0,59,0,100,38,33,351835,227042,51.76148316464916,16.14845967098688,4.3473237738071155,1.2012200748816848,40569,19975,1
0,60,0,100,25,26,234981,235718,28.68309393592265,9.886641400347418,8.763437610633057,2.098717390732951,19599,16168,6
0,61,0,75,40,63,356023,192108,50.45461480304902,20.173591513128834,6.785638586208801,19.309771766816734,16634,16522,13
0,62,0,80,59,24,359296,110457,43.61362187647514,5.22528764735689,8.163353592596934,3.5161639886168894,17992,20983,11
0,63,0,95,42,34,453391,212634,46.7922938548396,41.79615275501269,9.601495889999931,5.712536534091678,13609,18272,1
0,64,0,72,17,48,251914,166295,97.70543293410051,23.521141510858797,14.121171908226396,26.22168440353028,19862,14188,10
0,65,0,65,21,61,267484,243120,288.9194263178621,56.08742520525902,14.897346027994672,33.394645087618436,41411,4871,11
0,66,0,88,48,36,68730,268282,449.2957990727229,152.7037523247761,39.664063727294604,14.924799278460911,13005,12769,2
0,67,0,76,36,28,205692,187122,721.8844543555115,156.4108070954192,13.105251948285407,10.647694000300593,27488,14441,5
0,68,0,77,38,38,204387,208196,122.45528465848216,49.29960205486364,4.614675807446764,1.8233361476169303,36665,14898,3
0,69,0,62,30,53,350567,233393,880.2745374203624,244.70239592351535,32.924938542623366,8.215760478614236,30117,6785,7
0,70,0,49,47,56,480737,159355,376.6372034333874,82.1274866023675,16.93895752644812,3.717471350317411,38724,15810,6
0,71,0,78,35,19,358075,200461,281.3165262509118,133.19699129037556,35.61849226059091,10.316755116676717,24198,18554,14
0,72,0,88,37,41,399079,122624,191.20577183314822,45.46771219799527,7.153340531419456,3.280170418458293,25072,13012,6
0,73,0,71,27,18,228866,252215,104.87677216869253,25.15874530742382,10.882080472398458,4.826998937036435,26102,17107,2
0,74,0,96,53,53,180202,284304,76.34414282553553,42.84521599977803,7.600378463555401,2.9606365805654984,35533,11516,7
0,75,0,64,36,46,275797,204997,118.69707216664234,38.20771188268446,12.182835278564289,0.7800142990392669,57302,16060,13
0,76,0,59,49,26,237624,162409,10.859160051052553,4.973677638121714,2.4327367482525832,0.5684691742727175,29924,24235,7
0,77,0,73,22,63,213890,213075,72.18981562064118,14.466132398575729,3.727839560343523,0.8769022546266588,27635,12785,7
0,78,0,73,66,45,321826,136255,132.67573342566322,53.96764395989482,3.228716522509963,1.3377845174921779,20368,9112,10
0,79,0,86,59,43,181407,178203,856.84457911521,306.3270508083383,39.81262906735734,5.100368090861963,47402,18562,11
0,80,0,63,11,37,382648,179090,216.8815981178679,85.34955597603137,7.383610700229908,1.1179774211185773,26131,13495,10
0,81,0,95,27,39,260055,173913,138.37128199613292,30.453163491557756,2.05790363855317,1.1707313256071463,23821,10952,3
0,82,0,100,47,34,295476,210960,113.73841362110325,23.783619035880907,7.681099820066465,1.1477125558939214,27900,11106,2
0,83,0,74,20,28,309978,221696,19.426645480762623,5.611417612998695,0.28057224238304657,0.1450325217188715,48225,16047,2
0,84,0,93,38,58,253328,200712,37.64130321442841,14.576642140275931,3.9682967954884574,0.3696850102009107,24387,15072,2
0,85,0,59,46,32,426554,245045,99.36851396652986,36.76404255105085,6.828820452549329,1.6694212084780244,29748,21277,4
0,86,0,91,37,32,139421,219517,399.0335848684376,78.53941394730377,24.436012640849388,6.942145737481463,4838,16941,4
0,87,0,90,48,38,428333,175297,328.63071226117484,76.43656416559378,19.461875129012675,4.6160882968434915,39802,19658,11
0,88,0,87,29,61,265294,194598,836.8539996236432,203.6108949696936,64.43929920989423,12.93154985481652,27137,14958,14
0,89,0,74,6,56,392074,195955,232.8296344065444,69.26901385128004,15.843839792498379,5.510024973846413,39120,17301,8
0,90,0,30,54,34,320124,180837,560.575386298534,154.54989639111483,28.738924552078185,13.483295300335671,36338,14609,0
0,91,0,65,54,58,385049,225482,122.6791470689901,73.64891211134787,15.411692508731255,5.672594399108069,31588,23905,12
0,92,0,65,77,41,288158,93427,559.7033561828395,197.88199957810193,40.914223015259346,3.323593747739323,25501,17195,0
0,93,0,60,6,27,323843,201605,441.49211090444527,82.6116255530552,23.16717760726055,5.699905887929812,30633,7598,14
0,94,0,76,51,32,409790,215465,86.83756884851536,39.85583275897554,17.495416706799944,2.756482278691017,16594,13918,4
0,95,0,68,10,60,309584,229952,510.4512327066728,96.81244725901863,9.95902775855102,7.083256275663807,32247,16005,1
0,96,0,62,66,71,433007,255416,369.2653560177614,114.3874921687775,28.29425718982924,10.061664965318952,35532,14796,11
0,97,0,59,47,44,335219,192966,1859.433897337288,383.52582772148236,48.75157285716315,7.995486041411307,30819,19034,11
0,98,0,64,25,31,226728,241588,804.6455587027327,284.4249115760173,30.215409011591394,11.19664571821827,30360,12460,5
0,99,0,91,51,38,264518,230528,132.99570906094982,86.69498259402349,11.439876807885918,1.895632067004937,23938,15022,12
0,100,0,65,31,28,388810,213212,261.5683791617837,36.91950153484032,5.789158523347269,0.30034342733484737,28394,19460,2
0,101,0,67,44,30,176021,130430,16.38357269604986,6.209552188022429,2.939060336347722,0.538647538870584,19030,7913,12
0,102,0,68,43,29,379288,254523,35.15341461379589,7.514392818313948,1.5375706980526413,0.43089101104070576,24544,10136,10
0,103,0,80,66,38,263423,204816,46.06157743993083,17.535244803154207,4.37168955780021,0.3975795823304735,50648,24538,14
0,104,0,81,67,41,171028,187397,10.79733183066926,4.194211639580052,4.852846912689769,2.7937819246802618,30887,13106,3
0,105,0,29,31,37,320725,142150,227.0151856544768,60.485031345671295,24.997558727923934,7.801970764640147,34854,19178,12
0,106,0,90,55,36,229980,77792,360.4663390616265,104.74815860551223,14.432550339580255,7.684658055089335,29737,20358,3
0,107,0,96,45,51,242837,295114,453.61772549093297,89.57625605367869,19.380722620852087,7.416401778634781,30656,8511,5
0,108,0,59,18,36,237426,215342,133.49058462121937,36.443551919620795,11.378173724413248,3.8489597806522213,31344,10698,10
0,109,0,60,29,37,311489,144650,13.215525008225875,2.2879875196927992,0.23238589885969288,0.19028519310867634,27590,15045,4
0,110,0,68,75,37,261003,136966,26.116084326853215,10.842960189138816,3.479548318339587,0.5696365694623226,35932,11620,9
0,111,0,63,45,63,339094,186066,172.32592580345036,78.27829705456058,14.311120980963715,1.7355358879397265,22842,17010,14
0,112,0,78,54,32,401242,240401,4.293699138346576,2.5531007387820353,1.1491868273835364,0.534538364531402,15167,17635,11
0,113,0,45,36,48,354168,231558,20.06568450566769,2.586942576825773,0.8800300910060458,0.20239152806573113,31967,16022,14
0,114,0,58,31,28,480530,234098,174.29486214403607,61.44083626038745,37.54959202623016,5.119998936948158,41182,14751,14
0,115,0,98,40,45,505134,155630,149.59447692686,41.04624139060019,17.900349368721262,5.163620434301308,23507,17878,1
0,116,0,61,36,48,270974,191057,608.1171300932053,196.4409309355368,31.851833115262785,4.076961408348279,37843,20966,3
0,117,0,93,17,56,184737,206354,98.64280516278859,49.76632878596221,5.151920498264757,1.1974106083767095,36724,21508,4
0,118,0,80,24,34,271086,197164,4.595365385797053,2.167044461640107,0.31999157405315753,0.19999173494828662,45602,16347,4
0,119,0,47,50,23,311835,227292,0.380554125138535,0.060288516581607984,0.009004625595227763,0.011130220019703829,48636,10616,10
0,120,0,84,34,28,522577,278684,23.223307232098133,11.758044903688855,4.111742236970814,0.4497739288863357,35801,14122,9
0,121,0,73,40,54,262519,210518,8.284384249918809,1.3179945179888277,0.23632226474547902,0.08907713539040436,28801,18384,1
0,122,0,68,43,71,327793,170755,422.2437327911027,74.84482753129065,14.668874179262447,2.0878286703226836,13836,20493,0
0,123,0,78,44,52,231883,127359,107.99993566966269,34.71672547940946,5.712805878443829,1.3531136613428045,39765,20332,6
0,124,0,82,57,21,265332,208792,77.21522899763534,23.599005620010324,13.104353790249878,2.4575115170217114,41313,14118,2
0,125,0,85,23,52,178561,167015,121.3726980278265,45.5100012292723,16.681227215075314,5.75688200900517,27425,16126,4
0,126,0,92,48,25,153726,221430,477.50216038881877,213.6545439118484,32.36864252160076,6.540634908590426,33520,17599,8
0,127,0,81,51,34,436093,218232,323.794551867398,87.43107124177115,20.753102135668207,4.238084675380209,19733,22304,1
0,128,0,54,54,42,406619,278175,92.7003017722499,47.92402494594288,20.28942913810227,2.255899105482643,24017,11222,7
0,129,0,67,18,45,263039,210691,324.590397868742,166.21470878595784,44.14301052980894,3.5325140917701394,16783,17299,13
0,130,0,100,43,40,406338,222779,62.02130620803337,22.99228694495009,7.68551367338974,0.8405077869709632,32690,12427,4
0,131,0,85,65,30,169309,167236,5.8818226335460375,2.0707804320647316,0.4698003678641272,0.3661162862119114,26003,20842,12
0,132,0,100,38,55,282663,128391,107.05299380527737,41.04885812136728,6.90309335535055,1.84486308682427,42496,14836,6
0,133,0,95,47,32,317426,253723,24.488967186364583,7.801155599553318,0.411538035791599,0.5823962601220727,32347,16191,6
0,134,0,78,51,58,426605,260325,419.03384526319013,106.03030396130153,10.019246440011056,1.2896978043287972,33530,10811,3
0,135,0,79,24,19,319754,183461,132.65634693722734,35.04527139612833,14.096886748729162,5.511331497557982,30114,12860,6
0,136,0,74,67,43,354475,103303,19.95264319591467,8.027911235841847,6.984043238628977,0.8199505451439377,45797,24923,13
0,137,0,48,47,21,253003,268043,86.00762776388649,28.64491297869759,16.65086057575511,11.333650347220644,44523,18076,5
0,138,0,75,47,27,326395,259410,46.37931567128553,8.275335225439353,9.090075901408932,2.0761712221645836,28283,15934,10
0,139,0,93,15,32,426436,194162,337.8765009746539,115.2781165148024,30.735615236314036,2.956960718572071,32984,21856,8
0,140,0,66,51,62,138349,253440,66.94875734671011,28.843669335978845,8.330184259329839,0.6406591281262147,44147,22544,10
0,141,0,81,47,59,413607,197948,672.7334399194361,113.50755483176036,22.87962109818374,6.211379705040708,18240,14800,9
0,142,0,87,64,53,279002,210852,450.808924814257,198.74016874273192,29.73766898495727,7.9463474281763835,33019,11182,3
0,143,0,61,35,40,159404,118697,172.96581546410155,135.8863900526236,36.75361804800244,4.749902621909473,26499,14238,5
0,144,0,68,25,42,273286,261101,749.0467525898966,261.755948519972,36.02491440952161,9.777279010692,44725,13195,11
0,145,0,59,29,58,429008,112348,289.76440828009834,56.841750822197696,7.789767365746435,5.272910068028611,35306,15507,3
0,146,0,62,32,50,251766,286072,255.40004859524956,66.67963335692038,30.26819240822631,5.287991859105039,12622,16361,8
0,147,0,55,23,40,329933,291143,369.27365820205483,108.32038267025517,12.850604850284075,4.465310135761832,25842,27612,10
0,148,0,61,59,62,138681,72272,167.35888169765417,51.30114888805962,9.133193854603254,2.5042600033354985,44037,9805,9
0,149,0,96,59,52,117433,277848,181.46319610705604,54.414584789215255,15.859340327506823,4.094708035558711,38920,8458,11
0,150,0,61,37,43,192326,188061,42.84293221409835,10.031293475495756,1.544582821097509,0.4895807934955581,19575,12058,0
0,151,0,76,34,33,401280,221112,168.11117247884278,67.96302939933045,11.81899197386783,2.215012098098402,20212,1000,1
0,152,0,67,12,31,294916,129473,91.92766548111736,30.918067922466566,7.175530603512886,1.6545934556295423,30781,5539,14
0,153,0,92,50,34,409969,183870,1.200857905347512,0.7705887241419501,0.7433020899895125,0.3267175745673196,29456,8370,14
0,154,0,94,64,46,415811,140945,1.5654408605001207,0.6874372235615857,0.09712814717476302,0.011235415625623907,27432,20666,12
0,155,0,87,30,52,224184,160535,126.75502084372307,40.57276555736743,6.3151788309246495,2.0854633337520148,25967,8241,7
0,156,0,79,38,18,456700,261111,2.3778253298718592,0.9533809883707313,0.08285867460892683,0.00946759120761513,24121,6514,4
0,157,0,71,46,10,245562,249957,260.4066717710059,52.47657958591482,4.379790376123484,1.5990177028887032,52554,10779,5
0,158,0,57,65,25,400036,241023,250.60484261503237,90.98368542480974,26.513433614485116,3.15610860527493,26342,16998,11
0,159,0,100,42,33,395949,173044,299.63230541661875,70.01374368558875,17.136708572776477,2.766515538487531,23408,12437,5
0,160,0,63,42,57,306503,165483,20.275664405898993,4.328206930488141,1.1772078571832658,0.5098136874007336,35059,13292,0
0,161,0,84,42,35,306666,117531,30.369512145861446,15.323436548821093,5.259308527052327,0.670897664968246,28986,12129,6
0,162,0,90,18,43,332046,233900,25.80708044977813,8.519087706258205,4.159869982356738,0.8308927678285489,20784,8379,1
0,163,0,66,18,46,311543,296831,206.22796138312057,56.58202745590319,17.92953864614921,2.3105824100578403,27499,10379,6
0,164,0,90,27,24,260986,272789,227.50209340732934,62.937988970523094,23.199762023128947,2.3565015482340645,29398,10911,13
0,165,0,86,55,61,252409,201534,148.70267600839895,35.568296734520615,9.022032359853375,3.5219107391641007,34302,18169,10
0,166,0,100,34,30,261785,224666,9.599311131505475,5.139731467905611,1.9388647494480336,0.7749052838061455,33130,9399,10
0,167,0,67,32,63,421821,212371,0.20485428289842025,0.08486248406944262,0.012157174980860998,0.01252559271693942,19845,20101,9
0,168,0,55,31,38,141165,245472,0.04571139980362388,0.024093064322615373,0.007951136146449217,0.009591022797934315,36086,18417,4
0,169,0,67,37,34,250315,287105,0.33427055491097096,0.07517124760439574,0.005227549037167309,0.01106847974644957,38921,7178,3
0,170,0,78,65,23,267405,171520,0.07574602728910193,0.022219018450423258,0.0047276891475,0.011315028725529247,19241,16929,10
0,171,0,75,37,42,277190,173379,1.9022571168397033,0.7990487707509685,0.5815047700133158,0.5052628279768666,22232,15277,8
0,172,0,69,28,73,329677,185643,126.66124263720718,30.63464524719518,3.3318658623364295,1.0609275893736396,28244,21803,8
0,173,0,46,40,46,165175,198357,15.289696957521898,21.42576408328575,16.040828612945813,3.041552618256047,32195,10912,5
0,174,0,82,66,44,402531,236416,1.0790871229419199,0.1514531083403466,0.04296027738798392,0.01163652319875785,32576,18270,0
0,175,0,100,32,30,388695,196639,0.0392546429978208,0.01727130394542038,0.003991588821721999,0.010698851732352454,29572,18980,0
0,176,0,81,22,48,367433,157328,0.22334849846683338,0.053887962277848554,0.0052374514784690835,0.009937182589744582,15684,6274,9
0,177,0,84,32,42,279244,157989,0.17689482166084453,0.03155408036733001,0.010089889550928361,0.009942638396402866,40120,21545,1
0,178,0,83,41,39,226164,141238,38.37970107825464,7.2630682269318845,0.6931718720858228,0.7792274238824783,20083,11327,1
0,179,0,80,50,47,267479,194648,405.91716839886556,101.31670648180157,4.78967137047141,1.8353736946701074,43505,17345,9
0,180,0,88,55,12,306086,251690,141.95384872290086,36.551774978528776,15.284291168235596,2.122871182202291,41675,13896,14
0,181,0,80,24,38,366618,221016,458.30760274812127,141.2538775963512,8.894595503982716,2.524546296494444,18864,14042,7
0,182,0,70,25,22,291868,228169,135.7946917506481,29.462521067941747,1.6799275456977067,0.9332049620344838,33524,10972,10
0,183,0,63,35,40,336045,145789,1.4357470871522122,1.0483224459266913,0.3505746121493846,0.09571258609843089,43610,12033,11
0,184,0,71,50,29,256609,141360,71.99777799516332,30.420725313546622,6.542644905020133,1.1330656045963439,35888,17247,2
0,185,0,79,21,30,328632,208918,114.59513532985427,57.264182065920245,11.934748023912755,3.9244744683871855,13022,22086,11
0,186,0,70,30,19,275080,262316,294.6206969639385,74.48231516381131,14.068279619459691,3.878345653114706,29625,8911,0
0,187,0,79,31,56,326795,242241,103.47129454119124,39.86736338883087,3.8935709767349915,0.37488919470610893,38337,12342,5
0,188,0,81,54,29,123305,166321,4.579001476822221,0.655627619178,0.19224023157972145,0.17488032790526759,46809,16307,7
0,189,0,87,47,30,348710,314561,83.82301106928983,25.8330644212929,14.968124175264183,1.261449313233029,28644,16042,14
0,190,0,94,53,62,354000,98513,41.22100996612259,10.131287637971898,3.333579230123047,0.5194371864413169,13337,17504,14
0,191,0,76,60,48,352896,201450,1.5188805711494675,0.7958068978133921,0.05528922469802208,0.11772768738843273,51881,20806,14
0,192,0,55,35,9,201255,205136,0.16226666281114813,0.05191350870320405,0.0051453587506712535,0.010628272430953222,28775,6426,10
0,193,0,69,22,60,228986,189543,67.15378663550308,29.368204912510976,2.789775514412388,0.17065666840726898,44444,12144,14
0,194,0,75,22,64,213141,226283,53.31446106394774,10.546931241118681,1.1096462941994052,0.1464046738234594,27418,20221,10
0,195,0,47,12,63,332998,189886,24.52746383610254,85.74591411024292,8.832387843651329,3.2950637045659334,35497,14104,12
0,196,0,95,33,50,365822,125231,16.036558526308802,12.391252897132507,3.011722110765394,1.7364876704996632,23145,9249,5
0,197,0,77,34,23,230343,195572,6.398100143160864,3.0638168419997447,2.1329770043730494,1.4043042902804164,23339,8673,3
0,198,0,80,51,39,431561,208229,531.7415976368111,188.8935242322916,10.153514716698115,3.5998160560621457,48096,14937,8
0,199,0,95,40,18,430238,245577,45.937678817262636,26.718839439812356,7.319423422299199,1.2781040478096912,39397,12932,9
0,200,0,65,32,27,313795,270877,14.518373527200328,13.209039565040896,2.582085148701948,1.1776061815550833,29720,25785,7
0,201,0,83,38,23,337088,157225,0.20821874721190273,0.044394733856116045,0.021263870054297723,0.008861087513639386,39345,14215,13
0,202,0,73,24,30,132044,283609,0.04314375527820067,0.017017098729182615,0.005358449056173271,0.010962262129869622,23221,11181,0
0,203,0,72,55,42,247096,178594,0.2065375019273245,0.06633929086521913,0.01205515867595465,0.00927223095503663,30015,21242,5
0,204,0,63,28,33,174764,174474,0.15035082261498267,0.02691835809744231,0.0039240543730743975,0.00976806336588369,31022,14604,7
0,205,0,99,22,32,209001,179450,0.09645919455782594,0.02664494742297406,0.00340303778643563,0.010071377732578029,22415,18874,3
0,206,0,69,52,35,351451,102435,0.3734275859534395,0.07236146131198624,0.005276614265826501,0.010296650900783794,21105,24410,10
0,207,0,85,48,62,375605,178874,0.1606392241647497,0.05866107025637021,0.007222829598624217,0.010412020427416475,11114,22389,8
0,208,0,46,14,72,379785,265550,0.0556331224343018,0.017625197068851985,0.0038930433071976533,0.010449067234544487,20324,16863,14
0,209,0,92,52,33,324169,223867,0.239167131846705,0.03404465068314393,0.0032765442946991723,0.009478543116172423,48278,18636,8
0,210,0,90,28,45,352337,211378,0.4142369736304856,0.07506817826548066,0.004556143858781812,0.009879878707156519,12229,21733,1
0,211,0,76,34,27,141086,217535,0.06429571822891665,0.017279093055979616,0.002474449971510701,0.010004397508003741,29653,10218,12
0,212,0,71,42,51,171046,263072,0.17515026720222687,0.0476251754695625,0.005718920923479785,0.009933470884491615,31526,8471,14
0,213,0,81,48,32,279078,156100,0.16695356425611818,0.029218992081149003,0.0036341598344876835,0.009648436204639918,27502,25068,8
0,214,0,100,46,29,359748,245193,0.04167590490256806,0.009732783824366821,0.0044674321069841485,0.00912529472780567,38743,8743,2
0,215,0,48,39,70,255273,203326,0.18638885355392756,0.035165317894652756,0.0033647953832772765,0.010628874617489481,27249,26341,6
0,216,0,86,33,19,163921,160806,0.28474746597779527,0.05361535839398018,0.004313100204553983,0.010466550270757716,39534,11526,9
0,217,0,61,46,3,230823,223182,0.04459818868555804,0.01505128813433756,0.003765433575968222,0.00987632671615883,35491,10485,13
0,218,0,74,38,51,206651,204191,0.29332127317191453,0.04432995842033903,0.006729263443665585,0.01270236182842342,16467,18968,6
0,219,0,71,67,34,127551,159663,0.2293149356383985,0.029314227627349726,0.0028136803039266675,0.009878001606747767,41615,6971,12
0,220,0,68,48,30,522439,146523,0.13091161232271847,0.018452701616472094,0.003404216249754906,0.011380168948153942,26862,27858,1
0,221,0,74,26,80,423287,178255,0.31722442252112537,0.04630330880585105,0.004729296964317824,0.009744282795766297,12088,24620,6
0,222,0,57,32,50,102434,174449,0.23085843475458265,0.03459714214930957,0.0032455986929268224,0.009550732491268,34712,22699,3
0,223,0,90,40,39,107794,261048,0.060979617227875545,0.023921289619807794,0.0037054257813406628,0.011525524671071747,27129,7372,7
0,224,0,48,59,29,219401,189287,0.207701972242103,0.04691855736668373,0.00482745030453836,0.009509645936517371,46286,21474,7
0,225,0,83,61,46,151066,181345,0.18778080610984207,0.02972102354979913,0.0037235711806982118,0.011228071420883747,40956,20946,8
0,226,0,70,34,14,538261,256440,0.045879394156274365,0.013704470903675482,0.005361463066704389,0.009513517750408335,20977,15831,6
0,227,0,57,25,32,219768,267483,0.3121308726558704,0.060344163838160096,0.0034560074051314866,0.010908764694169166,39489,19206,11
0,228,0,78,24,39,336154,158426,0.18048711330808867,0.024480303333671256,0.005603231674833716,0.011196403660185804,23039,18087,1
0,229,0,51,43,43,249420,137811,0.18988481344783245,0.03909236128779414,0.006280186756229549,0.009534733720769364,13429,8943,6
0,230,0,75,74,37,183281,225761,0.25187535397872274,0.08316969863890265,0.0035569711958668,0.010365659293134401,23854,12815,3
